state,year,month,age_group,deaths,population,daily_chance_to_die,days_in_month
Texas,2020,08,85+ years,5632,401058,4.5299537561858564e-4,31
Texas,2020,11,10-14 years,31,2163304,4.776644120906416e-7,30
Texas,2020,11,15-19 years,104,2143885,1.6170021557437394e-6,30
Texas,2020,11,20-24 years,172,2059832,2.783398516642781e-6,30
Texas,2020,11,25-29 years,232,2104917,3.673937420493698e-6,30
Texas,2020,11,30-34 years,283,2115951,4.4582002765344444e-6,30
Texas,2020,11,35-39 years,363,2095219,5.775052631729666e-6,30
Texas,2020,11,40-44 years,407,1933264,7.017493041129751e-6,30
Texas,2020,11,45-49 years,621,1855372,1.1156792276697073e-5,30
Texas,2020,11,50-54 years,872,1732587,1.6776454323313444e-5,30
Texas,2020,11,55-59 years,1343,1715845,2.6090157716266136e-5,30
Texas,2020,11,60-64 years,1961,1570749,4.1614966278295684e-5,30
Texas,2020,11,65-69 years,2371,1288649,6.133038036993265e-5,30
Texas,2020,11,70-74 years,2618,1010421,8.636663991214223e-5,30
Texas,2020,11,75-79 years,2785,658783,1.409164069706312e-4,30
Texas,2020,11,80-84 years,2877,416577,2.3020954109324325e-4,30
Texas,2020,11,85+ years,5827,401058,4.843023536080401e-4,30
Texas,2020,NA,10-14 years,0,2163304,0,31
Texas,2020,NA,15-19 years,0,2143885,0,31
Texas,2020,NA,20-24 years,0,2059832,0,31
Texas,2020,NA,25-29 years,0,2104917,0,31
Texas,2020,NA,30-34 years,0,2115951,0,31
Texas,2020,NA,35-39 years,0,2095219,0,31
Texas,2020,NA,40-44 years,0,1933264,0,31
Texas,2020,NA,45-49 years,0,1855372,0,31
Texas,2020,NA,50-54 years,0,1732587,0,31
Texas,2020,NA,55-59 years,0,1715845,0,31
Texas,2020,NA,60-64 years,0,1570749,0,31
Texas,2020,NA,65-69 years,0,1288649,0,31
Texas,2020,NA,70-74 years,0,1010421,0,31
Texas,2020,NA,75-79 years,0,658783,0,31
Texas,2020,NA,80-84 years,0,416577,0,31
Texas,2020,NA,85+ years,0,401058,0,31
Texas,2021,01,10-14 years,25,2157721,3.7375157070966347e-7,31
Texas,2021,01,15-19 years,109,2134986,1.646909643556475e-6,31
Texas,2021,01,20-24 years,183,2138404,2.7605755537548627e-6,31
Texas,2021,01,25-29 years,232,2108033,3.5501678426011053e-6,31
Texas,2021,01,30-34 years,325,2150659,4.874724894900556e-6,31
Texas,2021,01,35-39 years,420,2121091,6.3874614982450984e-6,31
Texas,2021,01,40-44 years,531,1989111,8.611400901239055e-6,31
Texas,2021,01,45-49 years,751,1841587,1.3154853097688518e-5,31
Texas,2021,01,50-54 years,1130,1779399,2.0485350898379626e-5,31
Texas,2021,01,55-59 years,1808,1700418,3.429896686882948e-5,31
Texas,2021,01,60-64 years,2529,1597128,5.1079591091816264e-5,31
Texas,2021,01,65-69 years,3179,1326180,7.732614509099382e-5,31
Texas,2021,01,70-74 years,3643,1059981,1.1086625989735482e-4,31
Texas,2021,01,75-79 years,3830,677477,1.8236543395093e-4,31
Texas,2021,01,80-84 years,3757,425043,2.8513244162848645e-4,31
Texas,2021,01,85+ years,7595,398547,6.147330176867472e-4,31
Texas,2021,05,10-14 years,25,2157721,3.7375157070966347e-7,31
Texas,2021,05,15-19 years,114,2134986,1.722455957481084e-6,31
Texas,2021,05,20-24 years,190,2138404,2.866171339964065e-6,31
Texas,2021,05,25-29 years,252,2108033,3.856216794549476e-6,31
Texas,2021,05,30-34 years,308,2150659,4.61973928501345e-6,31
Texas,2021,05,35-39 years,346,2121091,5.262051615220962e-6,31
Texas,2021,05,40-44 years,414,1989111,6.713973584016889e-6,31
Texas,2021,05,45-49 years,570,1841587,9.984375853105798e-6,31
Texas,2021,05,50-54 years,794,1779399,1.4394131516206569e-5,31
Texas,2021,05,55-59 years,1144,1700418,2.1702443638241662e-5,31
Texas,2021,05,60-64 years,1686,1597128,3.405306072787751e-5,31
Texas,2021,05,65-69 years,1895,1326180,4.609406887305231e-5,31
Texas,2021,05,70-74 years,2158,1059981,6.567372738361014e-5,31
Texas,2021,05,75-79 years,2283,677477,1.0870503543341336e-4,31
Texas,2021,05,80-84 years,2129,425043,1.6157758004446305e-4,31
Texas,2021,05,85+ years,4378,398547,3.543516986744673e-4,31
Texas,2021,10,10-14 years,44,2157721,6.578027644490078e-7,31
Texas,2021,10,15-19 years,110,2134986,1.662018906341397e-6,31
Texas,2021,10,20-24 years,223,2138404,3.3639800463788763e-6,31
Texas,2021,10,25-29 years,285,2108033,4.361197565264289e-6,31
Texas,2021,10,30-34 years,396,2150659,5.939664795017293e-6,31
Texas,2021,10,35-39 years,468,2121091,7.117457098044538e-6,31
Texas,2021,10,40-44 years,589,1989111,9.552005896101323e-6,31
Texas,2021,10,45-49 years,795,1841587,1.3925576847752824e-5,31
Texas,2021,10,50-54 years,1096,1779399,1.9868977508516876e-5,31
Texas,2021,10,55-59 years,1497,1700418,2.8399089271370427e-5,31
Texas,2021,10,60-64 years,2157,1597128,4.3566104383174246e-5,31
Texas,2021,10,65-69 years,2430,1326180,5.9107433963861274e-5,31
Texas,2021,10,70-74 years,2629,1059981,8.00075205243332e-5,31
Texas,2021,10,75-79 years,2607,677477,1.2413229407573747e-4,31
Texas,2021,10,80-84 years,2429,425043,1.8434567493095386e-4,31
Texas,2021,10,85+ years,4813,398547,3.8956023885797415e-4,31
Texas,2021,12,10-14 years,29,2157721,4.3355182202320966e-7,31
Texas,2021,12,15-19 years,128,2134986,1.933985636469989e-6,31
Texas,2021,12,20-24 years,212,2138404,3.1980438109072723e-6,31
Texas,2021,12,25-29 years,222,2108033,3.3971433666269196e-6,31
Texas,2021,12,30-34 years,303,2150659,4.5447435173995955e-6,31
Texas,2021,12,35-39 years,366,2121091,5.566216448470728e-6,31
Texas,2021,12,40-44 years,458,1989111,7.4275359939124045e-6,31
Texas,2021,12,45-49 years,614,1841587,1.0755099603170105e-5,31
Texas,2021,12,50-54 years,832,1779399,1.508301942252376e-5,31
Texas,2021,12,55-59 years,1238,1700418,2.348568638474054e-5,31
Texas,2021,12,60-64 years,1782,1597128,3.599202503978512e-5,31
Texas,2021,12,65-69 years,2250,1326180,5.472910552209377e-5,31
Texas,2021,12,70-74 years,2448,1059981,7.4499205113567e-5,31
Texas,2021,12,75-79 years,2570,677477,1.223705392307807e-4,31
Texas,2021,12,80-84 years,2537,425043,1.9254218909009054e-4,31
Texas,2021,12,85+ years,5088,398547,4.118185113877774e-4,31
Texas,2021,02,10-14 years,37,2157721,6.124186451485487e-7,28
Texas,2021,02,15-19 years,81,2134986,1.3549771018906649e-6,28
Texas,2021,02,20-24 years,181,2138404,3.022948757244054e-6,28
Texas,2021,02,25-29 years,199,2108033,3.371457115302681e-6,28
Texas,2021,02,30-34 years,298,2150659,4.948649294405641e-6,28
Texas,2021,02,35-39 years,370,2121091,6.229947566740755e-6,28
Texas,2021,02,40-44 years,400,1989111,7.1819593203769354e-06,28
Texas,2021,02,45-49 years,652,1841587,1.2644373730762806e-5,28
Texas,2021,02,50-54 years,973,1779399,1.9529065712636683e-5,28
Texas,2021,02,55-59 years,1418,1700418,2.978259295235474e-5,28
Texas,2021,02,60-64 years,2198,1597128,4.91507255523665e-5,28
Texas,2021,02,65-69 years,2499,1326180,6.72985567570013e-5,28
Texas,2021,02,70-74 years,2916,1059981,9.824973951689431e-5,28
Texas,2021,02,75-79 years,2849,677477,1.501896005325642e-4,28
Texas,2021,02,80-84 years,2880,425043,2.4199232279355936e-4,28
Texas,2021,02,85+ years,5491,398547,4.920552478306018e-4,28
Texas,2021,07,10-14 years,29,2157721,4.3355182202320966e-7,31
Texas,2021,07,15-19 years,105,2134986,1.586472592416788e-6,31
Texas,2021,07,20-24 years,205,2138404,3.09244802469807e-6,31
Texas,2021,07,25-29 years,214,2108033,3.274723785847571e-6,31
Texas,2021,07,30-34 years,291,2150659,4.364753675126344e-6,31
Texas,2021,07,35-39 years,388,2121091,5.900797765045472e-6,31
Texas,2021,07,40-44 years,454,1989111,7.362666683921903e-6,31
Texas,2021,07,45-49 years,635,1841587,1.1122945029337162e-5,31
Texas,2021,07,50-54 years,843,1779399,1.5282434342773472e-5,31
Texas,2021,07,55-59 years,1222,1700418,2.3182155704485413e-5,31
Texas,2021,07,60-64 years,1631,1597128,3.2942195757513766e-5,31
Texas,2021,07,65-69 years,1987,1326180,4.833188118773348e-5,31
Texas,2021,07,70-74 years,2289,1059981,6.966040870300444e-5,31
Texas,2021,07,75-79 years,2227,677477,1.0603859566807338e-4,31
Texas,2021,07,80-84 years,2312,425043,1.7546611792522245e-4,31
Texas,2021,07,85+ years,4570,398547,3.698920198589117e-4,31
Texas,2021,06,10-14 years,30,2157721,4.634519476799827e-7,30
Texas,2021,06,15-19 years,137,2134986,2.138967968252095e-6,30
Texas,2021,06,20-24 years,212,2138404,3.304645271270848e-6,30
Texas,2021,06,25-29 years,240,2108033,3.795007004159802e-6,30
Texas,2021,06,30-34 years,301,2150659,4.6652367173658555e-6,30
Texas,2021,06,35-39 years,381,2121091,5.987484742521655e-6,30
Texas,2021,06,40-44 years,428,1989111,7.172383374616433e-6,30
Texas,2021,06,45-49 years,550,1841587,9.955181771663968e-6,30
Texas,2021,06,50-54 years,765,1779399,1.4330681314308932e-5,30
Texas,2021,06,55-59 years,1172,1700418,2.2974743072977743e-5,30
Texas,2021,06,60-64 years,1547,1597128,3.228712205074776e-5,30
Texas,2021,06,65-69 years,1791,1326180,4.501651359543953e-5,30
Texas,2021,06,70-74 years,2139,1059981,6.726535664318512e-5,30
Texas,2021,06,75-79 years,2068,677477,1.017500717121516e-4,30
Texas,2021,06,80-84 years,2073,425043,1.625717868545065e-4,30
Texas,2021,06,85+ years,4113,398547,3.439995784687879e-4,30
Texas,2021,03,10-14 years,24,2157721,3.588015078812769e-7,31
Texas,2021,03,15-19 years,98,2134986,1.4807077529223355e-6,31
Texas,2021,03,20-24 years,184,2138404,2.7756606660704628e-6,31
Texas,2021,03,25-29 years,242,2108033,3.7031923185752906e-6,31
Texas,2021,03,30-34 years,282,2150659,4.2297612934214055e-6,31
Texas,2021,03,35-39 years,329,2121091,5.0035115069586605e-6,31
Texas,2021,03,40-44 years,498,1989111,8.076229093817418e-6,31
Texas,2021,03,45-49 years,609,1841587,1.0667517358844616e-5,31
Texas,2021,03,50-54 years,888,1779399,1.6098222652885936e-5,31
Texas,2021,03,55-59 years,1331,1700418,2.5249958463723473e-5,31
Texas,2021,03,60-64 years,1834,1597128,3.704229737540175e-5,31
Texas,2021,03,65-69 years,2146,1326180,5.219940464462811e-5,31
Texas,2021,03,70-74 years,2431,1059981,7.398184952250057e-5,31
Texas,2021,03,75-79 years,2369,677477,1.127999250730426e-4,31
Texas,2021,03,80-84 years,2350,425043,1.7835007661084462e-4,31
Texas,2021,03,85+ years,4854,398547,3.9287874494423573e-4,31
Texas,2021,09,10-14 years,33,2157721,5.09797142447981e-7,30
Texas,2021,09,15-19 years,124,2134986,1.936000204841312e-6,30
Texas,2021,09,20-24 years,255,2138404,3.97492709516069e-6,30
Texas,2021,09,25-29 years,338,2108033,5.3446348641917216e-6,30
Texas,2021,09,30-34 years,482,2150659,7.470578397908114e-6,30
Texas,2021,09,35-39 years,659,2121091,1.0356305630765803e-5,30
Texas,2021,09,40-44 years,888,1989111,1.4881019711821009e-5,30
Texas,2021,09,45-49 years,1110,1841587,2.0091366848267283e-5,30
Texas,2021,09,50-54 years,1465,1779399,2.7443723039820373e-5,30
Texas,2021,09,55-59 years,1917,1700418,3.757899528233646e-5,30
Texas,2021,09,60-64 years,2581,1597128,5.386752554168065e-5,30
Texas,2021,09,65-69 years,2932,1326180,7.369537569057996e-5,30
Texas,2021,09,70-74 years,2967,1059981,9.330355921474065e-5,30
Texas,2021,09,75-79 years,2959,677477,1.4558919835408926e-4,30
Texas,2021,09,80-84 years,2772,425043,2.1738976997621418e-4,30
Texas,2021,09,85+ years,5273,398547,4.4101866697445136e-4,30
Texas,2021,04,10-14 years,24,2157721,3.707615581439862e-7,30
Texas,2021,04,15-19 years,123,2134986,1.9203872999635593e-6,30
Texas,2021,04,20-24 years,194,2138404,3.024062182200682e-6,30
Texas,2021,04,25-29 years,219,2108033,3.4629438912958195e-6,30
Texas,2021,04,30-34 years,279,2150659,4.324255960614863e-6,30
Texas,2021,04,35-39 years,331,2121091,5.201725589959758e-6,30
Texas,2021,04,40-44 years,441,1989111,7.390236140667866e-6,30
Texas,2021,04,45-49 years,534,1841587,9.665576483761017e-6,30
Texas,2021,04,50-54 years,799,1779399,1.4967600483833773e-5,30
Texas,2021,04,55-59 years,1193,1700418,2.338640655807376e-5,30
Texas,2021,04,60-64 years,1694,1597128,3.535512912344325e-5,30
Texas,2021,04,65-69 years,1941,1326180,4.8786740864739325e-5,30
Texas,2021,04,70-74 years,2157,1059981,6.783140452517545e-5,30
Texas,2021,04,75-79 years,2142,677477,1.0539103172506226e-4,30
Texas,2021,04,80-84 years,2107,425043,1.6523818374454663e-4,30
Texas,2021,04,85+ years,4412,398547,3.690070849025753e-4,30
Texas,2021,08,10-14 years,31,2157721,4.634519476799827e-7,31
Texas,2021,08,15-19 years,120,2134986,1.8131115341906148e-6,31
Texas,2021,08,20-24 years,236,2138404,3.5600865064816805e-6,31
Texas,2021,08,25-29 years,327,2108033,5.003900364355868e-6,31
Texas,2021,08,30-34 years,452,2150659,6.779617392292466e-6,31
Texas,2021,08,35-39 years,579,2121091,8.805571922580742e-6,31
Texas,2021,08,40-44 years,769,1989111,1.2471124845673885e-5,31
Texas,2021,08,45-49 years,1049,1841587,1.837475485948769e-5,31
Texas,2021,08,50-54 years,1364,1779399,2.4727450110964433e-5,31
Texas,2021,08,55-59 years,1875,1700418,3.557000159239783e-5,31
Texas,2021,08,60-64 years,2488,1597128,5.025149175027238e-5,31
Texas,2021,08,65-69 years,2660,1326180,6.47019647505642e-5,31
Texas,2021,08,70-74 years,2997,1059981,9.12067474368302e-5,31
Texas,2021,08,75-79 years,2908,677477,1.3846440781443978e-4,31
Texas,2021,08,80-84 years,2812,425043,2.1341294273604045e-4,31
Texas,2021,08,85+ years,5408,398547,4.3771904669518476e-4,31
Texas,2021,11,10-14 years,22,2157721,3.398647616319873e-7,30
Texas,2021,11,15-19 years,111,2134986,1.7330324414305293e-6,30
Texas,2021,11,20-24 years,180,2138404,2.8058308907016634e-6,30
Texas,2021,11,25-29 years,205,2108033,3.241568482719831e-6,30
Texas,2021,11,30-34 years,282,2150659,4.370753336535453e-6,30
Texas,2021,11,35-39 years,359,2121091,5.641750715394421e-6,30
Texas,2021,11,40-44 years,485,1989111,8.127583964226564e-6,30
Texas,2021,11,45-49 years,556,1841587,1.0063783754627575e-5,30
Texas,2021,11,50-54 years,814,1779399,1.5248594235094733e-5,30
Texas,2021,11,55-59 years,1245,1700418,2.44057637592639e-5,30
Texas,2021,11,60-64 years,1775,1597128,3.70456636328877e-5,30
Texas,2021,11,65-69 years,2015,1326180,5.0646719650927225e-5,30
Texas,2021,11,70-74 years,2253,1059981,7.085032656245725e-5,30
Texas,2021,11,75-79 years,2477,677477,1.2187375610783342e-4,30
Texas,2021,11,80-84 years,2354,425043,1.8460877291630887e-4,30
Texas,2021,11,85+ years,4814,398547,4.0262921729850346e-4,30
Texas,2021,NA,10-14 years,0,2157721,0,31
Texas,2021,NA,15-19 years,0,2134986,0,31
Texas,2021,NA,20-24 years,0,2138404,0,31
Texas,2021,NA,25-29 years,0,2108033,0,31
Texas,2021,NA,30-34 years,0,2150659,0,31
Texas,2021,NA,35-39 years,0,2121091,0,31
Texas,2021,NA,40-44 years,0,1989111,0,31
Texas,2021,NA,45-49 years,0,1841587,0,31
Texas,2021,NA,50-54 years,0,1779399,0,31
Texas,2021,NA,55-59 years,0,1700418,0,31
Texas,2021,NA,60-64 years,0,1597128,0,31
Texas,2021,NA,65-69 years,0,1326180,0,31
Texas,2021,NA,70-74 years,0,1059981,0,31
Texas,2021,NA,75-79 years,0,677477,0,31
Texas,2021,NA,80-84 years,0,425043,0,31
Texas,2021,NA,85+ years,0,398547,0,31
Utah,2020,01,10-14 years,0,278247,0,31
Utah,2020,01,15-19 years,0,271683,0,31
Utah,2020,01,20-24 years,14,278514,1.6215088046769873e-6,31
Utah,2020,01,25-29 years,20,250347,2.577068190641712e-6,31
Utah,2020,01,30-34 years,22,225354,3.1491671741120137e-6,31
Utah,2020,01,35-39 years,44,232459,6.1058287212354755e-6,31
Utah,2020,01,40-44 years,24,224678,3.4457915255926115e-6,31
Utah,2020,01,45-49 years,42,184379,7.348118330598492e-6,31
Utah,2020,01,50-54 years,64,159034,1.2981602229914723e-5,31
Utah,2020,01,55-59 years,73,156337,1.5062580896892094e-5,31
Utah,2020,01,60-64 years,105,150777,2.2464280189906606e-5,31
Utah,2020,01,65-69 years,128,128887,3.2036064599723136e-5,31
Utah,2020,01,70-74 years,167,99696,5.403523485589741e-5,31
Utah,2020,01,75-79 years,186,66361,9.041455071502841e-5,31
Utah,2020,01,80-84 years,225,42143,1.7222467589229605e-4,31
Utah,2020,01,85+ years,567,38428,4.759634272052972e-4,31
Utah,2020,05,10-14 years,0,278247,0,31
Utah,2020,05,15-19 years,13,271683,1.5435446410326645e-6,31
Utah,2020,05,20-24 years,21,278514,2.432263207015481e-6,31
Utah,2020,05,25-29 years,26,250347,3.3501886478342255e-6,31
Utah,2020,05,30-34 years,20,225354,2.8628792491927395e-6,31
Utah,2020,05,35-39 years,26,232459,3.6079896989118718e-6,31
Utah,2020,05,40-44 years,35,224678,5.025112641489225e-6,31
Utah,2020,05,45-49 years,47,184379,8.222894322336408e-6,31
Utah,2020,05,50-54 years,62,159034,1.2575927160229889e-5,31
Utah,2020,05,55-59 years,75,156337,1.5475254346122014e-5,31
Utah,2020,05,60-64 years,105,150777,2.2464280189906606e-5,31
Utah,2020,05,65-69 years,132,128887,3.3037191618464486e-5,31
Utah,2020,05,70-74 years,176,99696,5.694731338106554e-5,31
Utah,2020,05,75-79 years,190,66361,9.235894965513654e-5,31
Utah,2020,05,80-84 years,214,42143,1.638048028486727e-4,31
Utah,2020,05,85+ years,491,38428,4.1216586024303515e-4,31
Utah,2020,10,10-14 years,0,278247,0,31
Utah,2020,10,15-19 years,11,271683,1.306076234719947e-6,31
Utah,2020,10,20-24 years,20,278514,2.3164411495385533e-6,31
Utah,2020,10,25-29 years,31,250347,3.994455695494653e-6,31
Utah,2020,10,30-34 years,29,225354,4.151174911329472e-6,31
Utah,2020,10,35-39 years,27,232459,3.7467585334854055e-6,31
Utah,2020,10,40-44 years,41,224678,5.886560522887378e-6,31
Utah,2020,10,45-49 years,46,184379,8.047939123988825e-6,31
Utah,2020,10,50-54 years,48,159034,9.736201672436043e-6,31
Utah,2020,10,55-59 years,93,156337,1.9189315389191297e-5,31
Utah,2020,10,60-64 years,120,150777,2.5673463074178978e-5,31
Utah,2020,10,65-69 years,151,128887,3.779254495748589e-5,31
Utah,2020,10,70-74 years,195,99696,6.309503471197601e-5,31
Utah,2020,10,75-79 years,213,66361,1.0353924356075834e-4,31
Utah,2020,10,80-84 years,265,42143,2.0284239605092646e-4,31
Utah,2020,10,85+ years,548,38428,4.600140354647317e-4,31
Utah,2020,12,10-14 years,0,278247,0,31
Utah,2020,12,15-19 years,15,271683,1.7810130473453823e-6,31
Utah,2020,12,20-24 years,13,278514,1.5056867472000596e-6,31
Utah,2020,12,25-29 years,18,250347,2.319361371577541e-6,31
Utah,2020,12,30-34 years,33,225354,4.72375076116802e-6,31
Utah,2020,12,35-39 years,24,232459,3.3304520297648048e-6,31
Utah,2020,12,40-44 years,44,224678,6.317284463586455e-6,31
Utah,2020,12,45-49 years,52,184379,9.097670314074324e-6,31
Utah,2020,12,50-54 years,65,159034,1.3184439764757141e-5,31
Utah,2020,12,55-59 years,92,156337,1.898297866457634e-5,31
Utah,2020,12,60-64 years,142,150777,3.0380264637778458e-5,31
Utah,2020,12,65-69 years,197,128887,4.9305505673011395e-5,31
Utah,2020,12,70-74 years,231,99696,7.474334881264851e-5,31
Utah,2020,12,75-79 years,255,66361,1.239554324318938e-4,31
Utah,2020,12,80-84 years,343,42143,2.6254695036025577e-4,31
Utah,2020,12,85+ years,686,38428,5.758569860014707e-4,31
Utah,2020,02,10-14 years,0,278247,0,29
Utah,2020,02,15-19 years,0,271683,0,29
Utah,2020,02,20-24 years,14,278514,1.7333369981029864e-6,29
Utah,2020,02,25-29 years,18,250347,2.4793173282380606e-6,29
Utah,2020,02,30-34 years,21,225354,3.213335157283575e-6,29
Utah,2020,02,35-39 years,27,232459,4.005155673725778e-6,29
Utah,2020,02,40-44 years,29,224678,4.450814053890457e-6,29
Utah,2020,02,45-49 years,44,184379,8.228927260210462e-6,29
Utah,2020,02,50-54 years,37,159034,8.022574222905274e-6,29
Utah,2020,02,55-59 years,89,156337,1.9630449076299144e-5,29
Utah,2020,02,60-64 years,89,150777,2.0354334661396494e-5,29
Utah,2020,02,65-69 years,123,128887,3.290773553845483e-5,29
Utah,2020,02,70-74 years,158,99696,5.464889125008993e-5,29
Utah,2020,02,75-79 years,203,66361,1.0548364250086647e-4,29
Utah,2020,02,80-84 years,230,42143,1.8819340063020243e-4,29
Utah,2020,02,85+ years,479,38428,4.2982308158921474e-4,29
Utah,2020,07,10-14 years,0,278247,0,31
Utah,2020,07,15-19 years,10,271683,1.1873420315635881e-6,31
Utah,2020,07,20-24 years,14,278514,1.6215088046769873e-6,31
Utah,2020,07,25-29 years,21,250347,2.7059216001737974e-6,31
Utah,2020,07,30-34 years,38,225354,5.439470573466205e-6,31
Utah,2020,07,35-39 years,50,232459,6.938441728676677e-6,31
Utah,2020,07,40-44 years,48,224678,6.891583051185223e-6,31
Utah,2020,07,45-49 years,46,184379,8.047939123988825e-6,31
Utah,2020,07,50-54 years,56,159034,1.1358901951175382e-5,31
Utah,2020,07,55-59 years,80,156337,1.6506937969196817e-5,31
Utah,2020,07,60-64 years,148,150777,3.166393779148741e-5,31
Utah,2020,07,65-69 years,142,128887,3.554000916531786e-5,31
Utah,2020,07,70-74 years,186,99696,6.0182956186807895e-5,31
Utah,2020,07,75-79 years,200,66361,9.721994700540689e-5,31
Utah,2020,07,80-84 years,218,42143,1.6686657486453572e-4,31
Utah,2020,07,85+ years,562,38428,4.717662188525168e-4,31
Utah,2020,06,10-14 years,0,278247,0,30
Utah,2020,06,15-19 years,0,271683,0,30
Utah,2020,06,20-24 years,20,278514,2.393655854523172e-6,30
Utah,2020,06,25-29 years,20,250347,2.662970463663102e-6,30
Utah,2020,06,30-34 years,32,225354,4.733293691998663e-6,30
Utah,2020,06,35-39 years,28,232459,4.015044946994237e-6,30
Utah,2020,06,40-44 years,45,224678,6.676221080835685e-6,30
Utah,2020,06,45-49 years,40,184379,7.231481531700103e-6,30
Utah,2020,06,50-54 years,47,159034,9.851142942180078e-6,30
Utah,2020,06,55-59 years,82,156337,1.7483598465707626e-5,30
Utah,2020,06,60-64 years,118,150777,2.6087091090374084e-5,30
Utah,2020,06,65-69 years,130,128887,3.362118237939694e-5,30
Utah,2020,06,70-74 years,184,99696,6.15203552131814e-5,30
Utah,2020,06,75-79 years,191,66361,9.59398843698357e-5,30
Utah,2020,06,80-84 years,229,42143,1.8112932950509772e-4,30
Utah,2020,06,85+ years,434,38428,3.7646160785538324e-4,30
Utah,2020,03,10-14 years,0,278247,0,31
Utah,2020,03,15-19 years,16,271683,1.8997472505017411e-6,31
Utah,2020,03,20-24 years,10,278514,1.1582205747692767e-6,31
Utah,2020,03,25-29 years,12,250347,1.5462409143850272e-6,31
Utah,2020,03,30-34 years,31,225354,4.437462836248746e-6,31
Utah,2020,03,35-39 years,35,232459,4.8569092100736734e-6,31
Utah,2020,03,40-44 years,38,224678,5.455836582188302e-6,31
Utah,2020,03,45-49 years,43,184379,7.523073528946075e-6,31
Utah,2020,03,50-54 years,61,159034,1.2373089625387471e-5,31
Utah,2020,03,55-59 years,78,156337,1.6094264519966897e-5,31
Utah,2020,03,60-64 years,110,150777,2.3534007817997398e-5,31
Utah,2020,03,65-69 years,153,128887,3.8293108466856564e-5,31
Utah,2020,03,70-74 years,182,99696,5.888869906451095e-5,31
Utah,2020,03,75-79 years,200,66361,9.721994700540689e-5,31
Utah,2020,03,80-84 years,217,42143,1.6610113186056998e-4,31
Utah,2020,03,85+ years,572,38428,4.801606355580776e-4,31
Utah,2020,09,10-14 years,0,278247,0,30
Utah,2020,09,15-19 years,0,271683,0,30
Utah,2020,09,20-24 years,19,278514,2.2739730617970133e-6,30
Utah,2020,09,25-29 years,16,250347,2.130376370930482e-6,30
Utah,2020,09,30-34 years,29,225354,4.289547408373788e-6,30
Utah,2020,09,35-39 years,36,232459,5.162200646135448e-6,30
Utah,2020,09,40-44 years,39,224678,5.786058270057593e-6,30
Utah,2020,09,45-49 years,50,184379,9.039351914625129e-6,30
Utah,2020,09,50-54 years,54,159034,1.13183344442069e-5,30
Utah,2020,09,55-59 years,84,156337,1.7910027696578544e-5,30
Utah,2020,09,60-64 years,100,150777,2.2107704313876342e-5,30
Utah,2020,09,65-69 years,129,128887,3.336255789955543e-5,30
Utah,2020,09,70-74 years,163,99696,5.4499010324720484e-5,30
Utah,2020,09,75-79 years,164,66361,8.237770176258144e-5,30
Utah,2020,09,80-84 years,223,42143,1.7638358288051e-4,30
Utah,2020,09,85+ years,512,38428,4.441206065022033e-4,30
Utah,2020,04,10-14 years,0,278247,0,30
Utah,2020,04,15-19 years,0,271683,0,30
Utah,2020,04,20-24 years,16,278514,1.9149246836185373e-6,30
Utah,2020,04,25-29 years,17,250347,2.263524894113637e-6,30
Utah,2020,04,30-34 years,25,225354,3.6978856968739555e-6,30
Utah,2020,04,35-39 years,29,232459,4.158439409386888e-6,30
Utah,2020,04,40-44 years,32,224678,4.747534990816487e-6,30
Utah,2020,04,45-49 years,33,184379,5.9659722636525855e-6,30
Utah,2020,04,50-54 years,60,159034,1.2575927160229889e-5,30
Utah,2020,04,55-59 years,78,156337,1.663074000396579e-5,30
Utah,2020,04,60-64 years,115,150777,2.5423859960957795e-5,30
Utah,2020,04,65-69 years,126,128887,3.258668446003088e-5,30
Utah,2020,04,70-74 years,135,99696,4.513721714010592e-5,30
Utah,2020,04,75-79 years,187,66361,9.393067213172395e-5,30
Utah,2020,04,80-84 years,230,42143,1.8192028727586235e-4,30
Utah,2020,04,85+ years,500,38428,4.3371152978730786e-4,30
Utah,2020,08,10-14 years,0,278247,0,31
Utah,2020,08,15-19 years,14,271683,1.6622788441890235e-6,31
Utah,2020,08,20-24 years,21,278514,2.432263207015481e-6,31
Utah,2020,08,25-29 years,27,250347,3.479042057366311e-6,31
Utah,2020,08,30-34 years,29,225354,4.151174911329472e-6,31
Utah,2020,08,35-39 years,30,232459,4.163065037206006e-6,31
Utah,2020,08,40-44 years,37,224678,5.312261935288609e-6,31
Utah,2020,08,45-49 years,35,184379,6.12343194216541e-6,31
Utah,2020,08,50-54 years,52,159034,1.0547551811805712e-5,31
Utah,2020,08,55-59 years,92,156337,1.898297866457634e-5,31
Utah,2020,08,60-64 years,140,150777,2.995237358654214e-5,31
Utah,2020,08,65-69 years,152,128887,3.8042826712171227e-5,31
Utah,2020,08,70-74 years,179,99696,5.7918006222788245e-5,31
Utah,2020,08,75-79 years,224,66361,1.0888634064605572e-4,31
Utah,2020,08,80-84 years,233,42143,1.7834821992402213e-4,31
Utah,2020,08,85+ years,513,38428,4.3063357699526893e-4,31
Utah,2020,11,10-14 years,0,278247,0,30
Utah,2020,11,15-19 years,13,271683,1.5949961290670867e-6,30
Utah,2020,11,20-24 years,0,278514,0,30
Utah,2020,11,25-29 years,31,250347,4.127604218677808e-6,30
Utah,2020,11,30-34 years,28,225354,4.14163198049883e-6,30
